1.750264167785644531e+01,3.956758499145507812e+00
1.388481044769287109e+01,3.969795942306518555e+00
1.688162422180175781e+01,3.266910791397094727e+00
1.439675045013427734e+01,4.865058422088623047e+00
9.993136405944824219e+00,2.906889915466308594e+00
8.350236892700195312e+00,6.316693305969238281e+00
8.777793884277343750e+00,3.578216314315795898e+00
1.010601329803466797e+01,3.443927526473999023e+00
1.313343811035156250e+01,5.123452663421630859e+00
1.760392379760742188e+01,5.378073692321777344e+00
1.636449432373046875e+01,4.760989189147949219e+00
1.620419502258300781e+01,4.604850292205810547e+00
2.002764511108398438e+01,5.293879032135009766e+00
2.737808418273925781e+01,4.448263645172119141e+00
2.703507232666015625e+01,4.258441448211669922e+00
3.076998901367187500e+01,3.575464010238647461e+00
3.022807121276855469e+01,3.902526140213012695e+00
3.184678077697753906e+01,3.477909088134765625e+00
3.206965637207031250e+01,3.811548471450805664e+00
4.085409927368164062e+01,3.920015335083007812e+00
3.412102508544921875e+01,3.466597795486450195e+00
3.966672897338867188e+01,5.249826431274414062e+00
4.051752471923828125e+01,3.004650831222534180e+00
4.514414978027343750e+01,5.271527767181396484e+00
4.636903762817382812e+01,4.147724628448486328e+00
4.049160385131835938e+01,3.360776185989379883e+00
3.919589233398437500e+01,4.173223018646240234e+00
3.351435470581054688e+01,4.186764717102050781e+00
3.520516586303710938e+01,4.667356014251708984e+00
2.463655281066894531e+01,4.473354816436767578e+00
2.074213409423828125e+01,4.845080852508544922e+00
1.372375392913818359e+01,4.330558776855468750e+00
9.068555831909179688e+00,5.692441463470458984e+00
7.236374855041503906e+00,3.285884380340576172e+00
7.677000045776367188e+00,3.805804967880249023e+00
5.797276973724365234e+00,8.482217788696289062e+00
6.943741321563720703e+00,7.774600505828857422e+00
6.644636631011962891e+00,6.293735027313232422e+00
4.266281604766845703e+00,6.068082809448242188e+00
4.665429115295410156e+00,8.535783767700195312e+00
5.651629447937011719e+00,1.151127910614013672e+01
5.754219532012939453e+00,1.339530181884765625e+01
2.433300018310546875e+00,1.283867168426513672e+01
3.345369577407836914e+00,1.543712806701660156e+01
2.600469589233398438e+00,2.174605751037597656e+01
4.757143497467041016e+00,3.089085960388183594e+01
5.108330249786376953e+00,3.028889083862304688e+01
5.814972877502441406e+00,3.359625625610351562e+01
3.937665224075317383e+00,2.760514831542968750e+01
4.203542709350585938e+00,2.673244476318359375e+01
4.762817382812500000e+00,2.883242225646972656e+01
4.790918827056884766e+00,2.237018585205078125e+01
3.136435270309448242e+00,1.800428962707519531e+01
5.665919780731201172e+00,1.165372180938720703e+01
5.389890670776367188e+00,1.055090141296386719e+01
8.536707878112792969e+00,8.787569046020507812e+00
1.053692817687988281e+01,6.633701324462890625e+00
1.720063400268554688e+01,6.407954216003417969e+00
2.863783264160156250e+01,5.878921985626220703e+00
3.213071823120117188e+01,7.223051071166992188e+00
4.689268493652343750e+01,7.546083927154541016e+00
4.933935928344726562e+01,6.655841827392578125e+00
6.347032546997070312e+01,6.005581378936767578e+00
6.370269775390625000e+01,5.562407016754150391e+00
7.343510437011718750e+01,5.110528469085693359e+00
8.565808868408203125e+01,5.235206604003906250e+00
8.825591278076171875e+01,4.648886680603027344e+00
8.582631683349609375e+01,6.957019329071044922e+00
8.362730407714843750e+01,4.367188453674316406e+00
8.994926452636718750e+01,5.600400447845458984e+00
8.561956024169921875e+01,5.182469844818115234e+00
8.522277832031250000e+01,5.479827880859375000e+00
8.240751647949218750e+01,4.595975875854492188e+00
7.959672546386718750e+01,4.111974239349365234e+00
8.024232482910156250e+01,3.813734769821166992e+00
7.812220001220703125e+01,4.691485881805419922e+00
7.673442840576171875e+01,4.724665641784667969e+00
7.284122467041015625e+01,3.826657295227050781e+00
6.770626831054687500e+01,5.199103355407714844e+00
5.773344421386718750e+01,6.463148593902587891e+00
5.040188598632812500e+01,5.371161460876464844e+00
4.100707626342773438e+01,6.153810977935791016e+00
2.646528434753417969e+01,5.648890495300292969e+00
1.695078086853027344e+01,3.666451215744018555e+00
1.293153285980224609e+01,3.198142290115356445e+00
1.218222808837890625e+01,5.403309345245361328e+00
1.023457431793212891e+01,6.228016853332519531e+00
8.442185401916503906e+00,8.391672134399414062e+00
7.174087524414062500e+00,6.840694427490234375e+00
6.180086135864257812e+00,9.055042266845703125e+00
6.847963333129882812e+00,7.229161262512207031e+00
3.914848327636718750e+00,1.292027187347412109e+01
6.025077342987060547e+00,1.745618247985839844e+01
4.525873184204101562e+00,1.655454254150390625e+01
5.888307571411132812e+00,1.848133277893066406e+01
4.421436309814453125e+00,2.009249114990234375e+01
7.839637756347656250e+00,2.721330070495605469e+01
4.717734336853027344e+00,2.569054222106933594e+01
3.294272899627685547e+00,2.703464698791503906e+01
3.300523519515991211e+00,2.755413246154785156e+01
2.937125682830810547e+00,2.782050895690917969e+01
2.735785007476806641e+00,3.005921363830566406e+01
5.099040985107421875e+00,2.591918182373046875e+01
5.580081939697265625e+00,2.487166786193847656e+01
6.071770668029785156e+00,1.959650993347167969e+01
5.544966697692871094e+00,1.024457836151123047e+01
5.633779048919677734e+00,1.149119091033935547e+01
7.887604713439941406e+00,8.220571517944335938e+00
6.555914402008056641e+00,5.749848842620849609e+00
7.203013896942138672e+00,5.430480480194091797e+00
6.250219345092773438e+00,3.741155385971069336e+00
9.974068641662597656e+00,3.771549224853515625e+00
1.124734210968017578e+01,3.289101600646972656e+00
2.045677947998046875e+01,4.152181625366210938e+00
3.586407852172851562e+01,5.085278511047363281e+00
4.092259979248046875e+01,3.397470474243164062e+00
5.291214370727539062e+01,3.156498432159423828e+00
6.399706268310546875e+01,3.282094717025756836e+00
